account_id,district_id,frequency,acc_creation_date,acc_age_at_loan
289,1,0,1994-03-17,0
290,56,0,1993-12-02,11
291,7,0,1997-06-08,0
292,49,0,1997-02-26,0
293,1,0,1997-05-04,0
294,7,0,1997-01-05,0
295,66,0,1997-11-23,0
296,49,0,1996-02-14,0
297,74,0,1996-09-08,0
298,35,0,1997-12-02,0
299,77,0,1993-04-05,0
300,1,0,1993-06-23,0
301,60,0,1995-09-10,0
302,7,0,1996-05-09,0
303,71,0,1996-07-25,22
304,4,0,1997-03-20,0
305,34,0,1996-10-18,0
306,16,0,1993-06-08,0
307,26,0,1997-08-07,0
308,61,0,1995-10-16,0
309,14,0,1997-04-25,19
311,50,0,1997-08-08,0
312,41,0,1996-01-03,0
313,73,0,1996-07-06,0
314,15,2,1996-01-26,15
315,45,0,1997-12-08,0
316,62,0,1997-05-08,0
317,76,0,1993-03-10,0
318,36,0,1994-09-16,0
319,47,1,1995-10-17,21
320,47,0,1997-01-23,0
321,47,0,1993-11-11,0
322,1,0,1993-02-20,0
323,52,0,1997-02-23,0
324,1,0,1996-08-23,0
325,75,0,1996-10-06,0
326,61,0,1997-08-06,0
327,54,0,1993-06-02,0
328,1,0,1997-09-18,0
329,3,0,1996-10-19,0
330,42,0,1996-11-24,19
331,65,0,1995-10-02,0
332,36,0,1996-01-12,0
333,73,0,1996-12-23,0
334,1,0,1993-05-24,0
335,74,0,1996-01-20,0
336,62,0,1995-10-16,0
337,17,0,1995-11-25,0
338,49,0,1995-11-18,0
339,46,1,1996-09-11,15
340,1,0,1993-11-03,0
341,28,0,1996-11-19,0
342,64,0,1996-10-13,0
343,18,0,1994-04-26,0
344,54,0,1993-12-01,12
345,5,0,1993-11-20,0
346,37,0,1993-01-11,0
347,65,0,1993-12-13,16
348,25,0,1995-11-15,0
349,72,0,1997-06-08,15
350,47,0,1996-10-13,0
351,50,0,1997-02-17,0
352,39,0,1994-07-04,0
353,24,0,1995-08-30,0
354,59,0,1993-10-28,0
355,62,1,1996-02-01,0
356,70,0,1996-03-12,0
357,20,0,1996-03-10,0
358,12,0,1993-12-09,0
359,11,0,1994-12-11,0
360,32,0,1996-05-14,0
361,51,0,1993-02-27,0
362,15,0,1993-04-04,0
363,1,0,1994-05-06,0
364,1,0,1997-01-20,0
365,74,0,1993-12-12,0
366,1,0,1996-10-23,0
367,23,0,1997-05-09,0
368,77,0,1993-07-06,0
370,25,0,1994-02-18,0
371,12,0,1996-08-02,0
372,55,0,1995-09-10,0
373,67,0,1996-06-20,0
374,38,0,1993-01-09,0
375,68,0,1996-06-07,0
376,25,0,1995-03-05,0
377,70,0,1994-08-19,0
378,68,0,1996-07-22,14
379,32,0,1996-05-18,0
381,68,0,1993-07-04,0
382,14,0,1996-08-16,0
383,38,0,1997-05-15,0
384,24,1,1997-09-14,0
385,5,0,1993-04-07,0
386,1,0,1997-08-11,0
387,72,0,1997-09-19,0
388,59,0,1995-02-11,0
389,30,0,1993-08-28,0
390,44,0,1996-02-16,0
391,36,0,1993-12-11,0
392,1,0,1996-07-14,0
393,46,0,1995-02-04,0
395,1,0,1993-03-12,0
396,21,0,1993-03-08,0
397,11,0,1993-10-26,0
398,69,0,1997-10-24,0
399,1,0,1996-08-27,0
400,28,0,1993-07-17,0
401,32,0,1993-01-18,0
402,68,0,1997-09-14,0
403,1,0,1993-07-29,0
404,41,0,1995-04-28,0
405,55,0,1997-03-13,0
406,63,0,1996-09-03,0
407,72,1,1997-04-18,0
408,41,0,1993-07-21,0
409,1,0,1996-06-11,0
410,49,0,1996-10-15,0
411,70,0,1993-02-05,0
412,74,0,1996-01-21,0
413,18,0,1996-07-09,0
414,1,0,1996-01-29,0
415,25,0,1993-03-03,0
416,6,0,1996-08-11,0
417,73,0,1996-01-27,0
418,36,0,1995-08-27,0
419,13,0,1993-10-25,0
420,75,0,1995-08-26,0
421,75,0,1997-11-27,0
422,53,1,1994-08-29,0
423,12,0,1993-03-28,0
424,12,0,1997-02-17,0
425,9,0,1993-03-19,0
426,1,0,1993-11-29,7
427,8,0,1994-07-24,0
428,1,0,1993-02-27,0
429,63,0,1995-09-03,0
430,54,0,1995-09-02,0
431,18,0,1996-11-05,0
432,46,0,1993-06-16,0
433,20,0,1993-06-12,0
434,1,0,1996-12-24,0
435,38,0,1993-01-08,0
436,30,0,1996-08-07,0
437,43,0,1993-12-03,0
438,37,0,1997-06-23,0
439,69,0,1996-04-15,0
440,29,0,1996-12-22,14
441,27,1,1993-12-17,0
442,54,0,1997-03-30,3
443,64,0,1993-01-28,0
444,26,0,1996-05-09,0
445,63,1,1993-07-29,0
446,50,0,1993-06-15,0
447,5,0,1996-08-14,0
449,19,0,1994-11-22,0
450,59,0,1996-05-28,0
451,11,0,1994-05-05,0
452,63,0,1995-11-29,0
453,75,0,1997-04-24,0
454,7,0,1995-05-07,0
455,54,0,1995-04-23,0
456,49,0,1993-01-21,0
458,7,0,1995-06-16,0
459,47,0,1993-01-21,0
460,1,0,1994-04-18,0
461,30,0,1993-02-18,0
462,29,0,1993-11-10,0
463,51,0,1995-05-08,0
464,43,0,1997-05-28,0
465,32,0,1993-02-04,0
466,71,0,1996-02-18,0
467,74,0,1993-09-24,0
468,49,0,1996-03-19,0
469,72,0,1997-07-14,0
470,64,0,1994-03-23,0
471,47,0,1995-06-07,0
472,8,0,1996-10-11,6
473,73,0,1996-10-20,0
474,61,0,1995-12-06,0
475,3,0,1997-05-11,0
476,69,0,1997-04-11,0
477,1,0,1993-01-25,0
478,58,0,1994-07-16,0
479,1,0,1995-11-05,0
480,23,0,1997-01-21,0
481,72,0,1996-04-23,0
483,70,0,1997-07-15,0
484,1,0,1995-01-20,0
485,6,2,1993-01-04,0
486,33,0,1995-11-21,0
487,40,0,1995-11-14,0
488,25,0,1996-06-20,0
489,16,0,1993-05-17,0
490,45,0,1995-05-23,0
491,44,0,1996-05-12,0
492,5,0,1993-10-10,0
493,26,0,1994-04-05,0
494,60,0,1993-03-11,0
496,69,0,1993-02-26,0
497,55,0,1993-04-15,0
498,1,0,1993-11-21,0
500,56,0,1996-04-27,0
501,13,0,1995-10-21,12
502,1,0,1997-10-13,0
503,1,0,1996-08-08,0
504,73,0,1993-04-21,0
505,64,0,1996-12-16,0
506,67,0,1996-07-08,0
507,52,0,1996-06-17,0
508,74,0,1996-11-19,0
509,36,0,1997-08-14,0
510,1,1,1993-06-02,0
511,14,0,1996-11-10,0
512,68,0,1997-01-14,0
513,58,0,1996-11-21,0
514,70,0,1996-03-30,0
515,57,0,1995-02-09,0
516,6,0,1996-02-08,0
517,76,0,1993-09-22,0
518,74,0,1994-09-09,0
519,24,0,1993-11-12,0
520,60,0,1993-11-04,0
521,9,0,1995-10-08,0
522,17,0,1995-12-20,0
523,1,0,1993-08-11,0
524,61,0,1994-05-03,0
525,70,0,1996-03-20,16
526,67,0,1996-07-16,0
528,17,0,1996-12-30,0
529,39,0,1997-08-18,0
530,54,0,1996-11-19,0
531,31,0,1995-08-18,0
532,26,0,1995-09-02,0
533,40,0,1995-05-07,0
534,1,0,1997-05-26,0
535,35,0,1994-05-24,0
536,14,0,1996-10-13,0
537,34,0,1997-01-08,0
538,70,0,1994-06-07,0
539,13,2,1993-02-16,0
540,75,0,1993-10-16,0
541,61,0,1993-08-12,0
542,1,0,1993-11-01,0
543,64,0,1994-05-03,0
544,32,0,1995-05-15,15
545,54,0,1993-11-24,0
546,8,0,1996-11-23,0
547,24,0,1997-07-27,0
548,16,0,1994-06-07,0
549,5,0,1996-11-27,0
550,24,0,1997-10-17,0
551,77,0,1993-05-07,0
552,14,0,1993-08-20,0
553,26,0,1995-06-06,0
554,26,0,1996-01-26,0
555,24,0,1993-05-15,0
556,12,0,1997-06-26,0
557,1,0,1995-11-26,0
558,10,0,1996-06-15,0
559,46,0,1993-03-05,0
560,36,0,1995-08-20,0
561,11,0,1996-12-12,0
562,50,0,1993-02-25,0
563,53,0,1993-07-27,0
564,5,0,1997-12-23,0
565,39,0,1995-11-25,0
566,8,0,1997-11-13,0
567,15,0,1996-06-19,0
568,18,0,1995-03-28,0
569,76,0,1996-10-01,0
570,3,0,1996-11-14,0
571,72,0,1996-07-16,0
572,32,0,1994-03-27,0
573,1,1,1996-07-11,0
574,70,0,1993-07-30,0
575,38,0,1994-04-26,0
576,55,0,1993-01-01,0
577,29,0,1994-09-20,0
578,28,1,1997-03-21,0
579,1,0,1997-12-16,0
580,75,0,1996-05-20,0
581,26,0,1996-10-13,0
582,12,0,1994-08-05,0
584,31,0,1996-07-14,0
585,4,0,1997-09-04,0
586,54,0,1995-03-16,0
587,19,0,1996-06-21,0
588,66,0,1993-03-14,0
589,1,0,1997-04-26,0
590,50,0,1996-02-24,0
591,1,0,1997-08-12,0
592,23,0,1996-12-27,0
593,48,0,1996-07-16,0
594,54,0,1994-12-09,0
595,20,0,1996-12-21,0
596,31,0,1994-10-13,0
597,41,0,1993-12-05,0
598,1,0,1997-02-08,0
599,54,0,1996-12-04,0
600,46,0,1997-03-13,0
601,29,0,1993-08-04,0
602,43,0,1995-10-27,0
603,62,0,1996-06-11,0
604,12,0,1993-11-26,0
605,65,0,1997-02-04,0
606,75,0,1997-11-04,0
607,16,0,1995-02-17,0
608,32,0,1995-03-27,0
609,63,0,1994-05-15,0
610,74,0,1994-08-11,0
611,46,0,1997-07-21,0
612,1,0,1996-05-27,0
613,74,2,1996-08-10,0
614,25,0,1997-06-07,0
615,72,0,1996-04-09,0
616,43,0,1993-10-14,0
617,74,0,1996-08-23,0
618,1,0,1996-10-02,0
619,1,1,1995-09-09,0
620,26,0,1996-02-18,0
621,52,0,1996-06-01,0
622,24,0,1997-06-22,0
623,1,0,1993-03-24,0
624,70,0,1993-10-11,0
625,70,0,1995-07-12,0
626,72,0,1993-11-11,0
627,63,0,1993-02-05,0
628,72,0,1994-01-03,0
629,31,0,1994-07-25,0
630,71,0,1993-06-29,0
631,68,0,1996-03-25,0
632,29,0,1996-05-14,0
633,57,0,1995-12-06,0
635,21,0,1994-08-21,0
636,75,0,1997-04-24,0
637,49,0,1996-08-27,0
638,65,0,1995-06-28,0
639,1,0,1997-11-03,0
640,32,0,1993-06-02,0
641,40,0,1997-06-22,0
643,64,0,1997-10-28,0
644,4,0,1997-11-06,0
645,70,0,1997-08-21,0
646,51,0,1996-01-06,0
647,1,0,1997-04-28,0
648,13,0,1993-11-09,0
649,69,1,1994-05-17,0
650,3,0,1995-01-28,0
651,72,0,1993-11-28,0
652,21,0,1993-01-05,0
653,27,0,1997-08-19,0
654,63,0,1994-10-16,0
655,53,0,1993-03-24,0
656,3,0,1996-08-18,0
657,47,0,1993-08-08,0
658,4,0,1996-01-10,0
659,63,0,1996-12-14,0
660,68,0,1996-01-20,0
662,21,0,1994-07-18,0
664,1,0,1996-12-08,0
665,8,0,1995-09-03,0
666,27,0,1996-03-15,20
669,35,0,1996-06-07,0
671,60,0,1997-10-29,0
672,53,0,1997-06-23,0
673,31,0,1997-12-08,0
674,49,0,1995-09-02,0
675,58,0,1995-08-03,20
676,39,0,1995-09-22,0
677,70,0,1997-09-13,0
678,17,0,1993-10-08,0
679,22,0,1997-07-12,0
680,17,0,1997-07-18,0
682,54,0,1997-06-08,0
683,74,0,1996-07-22,0
684,49,0,1996-05-12,0
685,37,1,1995-01-04,0
686,41,0,1993-04-04,0
687,27,0,1996-06-02,0
688,74,0,1993-11-25,0
689,1,0,1996-04-24,0
690,10,0,1996-07-11,0
691,24,0,1996-02-21,0
692,69,0,1996-10-02,0
693,2,0,1994-06-06,0
694,67,0,1996-09-04,0
695,5,0,1996-04-21,0
696,54,0,1997-11-09,0
697,28,0,1993-02-23,0
698,71,0,1996-09-29,0
699,1,0,1993-09-17,0
700,20,0,1994-06-01,0
701,69,0,1993-06-08,0
702,12,0,1993-06-23,0
703,54,0,1997-12-21,0
704,55,0,1993-01-01,0
705,35,0,1997-07-14,0
706,49,0,1996-05-07,0
708,26,0,1996-03-30,0
709,19,0,1994-07-25,0
710,25,0,1994-09-02,0
711,70,0,1994-07-06,0
712,72,0,1996-12-01,0
713,58,0,1996-10-15,0
714,23,0,1996-11-04,0
715,32,0,1996-08-08,0
716,47,0,1994-09-25,0
717,75,0,1993-04-24,0
718,1,0,1996-03-03,17
719,30,0,1993-12-21,0
720,54,0,1995-07-20,0
721,76,0,1993-08-29,0
722,38,2,1997-05-04,0
725,70,0,1996-07-08,0
726,76,0,1994-02-03,0
727,35,0,1997-12-25,0
728,60,0,1995-11-28,0
729,14,0,1997-02-15,0
730,4,0,1993-08-28,0
731,5,0,1995-07-11,0
732,38,0,1996-06-07,0
733,49,1,1995-05-17,0
734,5,0,1996-04-08,0
735,70,0,1997-09-17,0
736,75,0,1997-12-07,0
737,34,0,1993-12-08,0
738,34,0,1993-06-21,0
739,66,0,1996-03-18,0
740,28,0,1994-04-04,0
741,54,0,1994-07-14,0
742,77,0,1994-01-28,0
743,10,0,1993-11-05,0
744,42,0,1993-03-06,0
745,43,0,1997-10-09,0
746,75,0,1995-05-10,0
747,39,0,1993-08-09,0
748,10,0,1993-04-08,0
749,38,0,1997-03-23,0
750,73,0,1993-09-12,0
751,3,0,1993-05-12,0
752,23,0,1997-01-10,0
753,31,0,1996-08-14,0
754,1,0,1995-06-08,0
755,38,0,1997-09-27,0
756,65,0,1995-01-13,0
757,50,0,1993-07-19,0
758,51,0,1997-12-19,0
759,23,0,1993-08-01,0
760,1,0,1997-05-24,0
761,43,0,1994-04-09,0
762,76,0,1995-10-18,0
763,1,0,1995-02-23,0
764,1,0,1993-01-08,0
765,12,0,1996-12-20,0
766,3,0,1996-04-21,0
767,25,0,1995-03-26,0
768,26,0,1997-07-03,0
770,7,0,1996-09-24,0
771,22,0,1996-01-22,0
772,45,0,1993-01-21,0
773,15,0,1993-06-19,0
774,1,0,1993-06-08,0
775,1,0,1994-12-18,0
776,66,0,1996-05-18,0
777,30,0,1997-12-28,0
778,68,0,1996-10-26,0
779,16,0,1996-08-13,0
780,3,0,1996-04-26,0
781,33,0,1995-02-19,0
782,42,0,1997-10-30,0
783,1,0,1997-09-08,0
784,59,0,1994-04-19,0
785,21,1,1997-08-09,6
786,53,0,1995-08-12,0
787,10,0,1993-11-14,0
788,12,0,1996-06-25,0
789,39,0,1995-02-06,9
790,54,0,1993-05-11,14
791,49,0,1995-12-14,0
792,3,0,1997-08-13,0
793,47,0,1993-01-03,0
794,63,0,1997-04-24,0
795,25,0,1995-01-27,0
796,1,0,1997-02-13,0
797,57,0,1996-11-20,0
798,1,0,1996-04-22,0
799,56,0,1993-10-10,0
800,11,0,1997-12-06,0
801,16,0,1997-07-23,0
802,15,0,1994-12-20,0
803,19,0,1995-09-09,0
804,64,0,1996-02-06,0
805,10,0,1996-12-02,0
806,13,0,1996-10-29,0
807,76,1,1995-06-13,0
808,69,0,1995-06-13,10
809,36,0,1995-12-20,0
810,46,0,1995-11-11,0
811,14,1,1997-08-01,0
812,1,0,1996-08-30,0
813,16,0,1993-02-10,15
814,76,0,1996-10-06,0
815,56,0,1993-08-25,0
816,52,0,1993-08-05,17
817,5,0,1994-03-18,11
819,20,0,1995-04-22,0
820,74,0,1995-11-04,0
821,60,0,1996-03-16,0
822,40,0,1996-10-04,0
823,71,0,1997-09-19,0
824,32,0,1996-03-21,0
825,19,0,1996-03-06,11
826,44,0,1996-10-05,0
827,36,0,1996-02-23,0
828,1,0,1997-02-12,0
829,59,0,1996-11-10,0
830,74,0,1993-02-08,0
831,44,0,1996-09-18,0
832,42,0,1996-05-24,0
833,31,0,1996-08-29,0
834,3,0,1997-05-23,0
836,46,0,1996-07-28,0
837,46,0,1993-09-18,0
838,47,0,1993-10-23,0
839,16,0,1995-01-17,0
840,70,0,1996-03-12,0
841,1,0,1993-11-04,0
842,62,0,1995-04-07,0
843,6,0,1997-04-09,0
844,53,0,1994-04-28,0
845,14,0,1997-12-27,0
846,72,0,1996-03-09,4
847,2,0,1996-07-21,0
848,31,0,1996-06-16,0
849,1,0,1996-01-01,0
850,25,0,1997-03-07,0
851,15,0,1994-09-23,0
852,57,0,1997-10-23,0
853,1,0,1996-03-20,0
854,62,0,1993-09-21,20
855,1,0,1994-03-28,0
856,2,0,1996-03-03,0
857,77,0,1993-09-16,0
858,52,0,1996-07-13,0
859,13,0,1997-08-26,0
860,1,0,1993-03-19,0
861,22,0,1993-09-13,0
862,64,1,1993-02-02,0
863,71,0,1993-05-16,0
864,72,0,1997-07-08,0
865,17,0,1996-03-18,0
866,9,0,1993-01-10,0
867,60,0,1997-11-09,0
868,1,0,1997-05-26,0
869,16,0,1996-07-15,0
870,70,0,1995-03-27,0
871,1,0,1996-09-02,0
872,27,0,1997-01-18,0
873,73,0,1997-04-26,10
874,56,1,1996-03-23,0
875,63,0,1995-05-17,0
876,4,0,1997-10-26,0
877,1,0,1996-05-29,0
878,52,0,1996-06-29,0
879,9,0,1997-06-04,0
880,26,0,1996-12-08,0
882,9,0,1993-03-06,0
883,1,0,1993-12-17,0
884,2,0,1993-12-07,0
885,1,0,1993-06-25,0
886,1,0,1993-06-23,0
887,1,0,1993-05-05,0
888,54,0,1996-10-28,0
889,43,0,1997-12-22,0
890,14,0,1993-02-05,0
891,34,0,1996-05-23,0
892,70,0,1993-03-20,0
893,53,0,1995-04-12,0
894,46,0,1995-08-27,0
895,24,0,1996-03-12,0
896,3,0,1995-06-11,0
897,38,0,1993-04-26,0
898,71,0,1996-03-27,0
899,72,0,1993-06-21,0
900,48,0,1994-04-26,0
901,60,0,1994-07-10,0
902,74,0,1993-06-29,0
903,47,0,1993-12-10,0
904,1,0,1994-03-20,0
905,35,0,1996-12-11,0
906,59,0,1997-12-27,0
907,41,0,1993-07-09,0
908,62,0,1994-04-29,0
909,30,0,1997-09-02,0
910,1,0,1997-02-03,0
911,60,0,1996-08-12,0
912,65,0,1997-04-27,0
913,59,0,1996-05-10,0
914,73,0,1993-11-14,0
915,72,0,1995-01-18,8
916,1,0,1996-08-13,0
917,56,0,1995-10-13,0
918,60,0,1996-08-23,0
919,62,0,1997-03-03,0
920,58,0,1996-09-05,0
921,10,0,1996-10-08,0
922,61,0,1995-04-27,0
923,13,0,1996-02-07,0
924,11,0,1995-12-09,0
925,59,0,1993-02-23,0
926,36,0,1996-11-01,0
927,69,0,1997-04-12,0
928,20,0,1993-04-26,0
929,54,0,1993-07-03,0
930,41,0,1993-08-03,0
931,59,0,1993-10-15,0
932,20,0,1996-07-08,0
933,21,0,1995-11-18,0
934,9,0,1997-11-27,0
935,23,0,1996-12-25,0
936,7,0,1996-03-02,0
937,43,0,1995-08-26,0
938,70,0,1997-12-13,5
939,55,0,1994-10-04,0
940,37,0,1994-11-15,18
941,8,0,1994-06-08,0
942,9,0,1993-08-16,0
943,1,0,1993-02-03,0
944,70,0,1993-03-08,0
945,18,0,1996-08-16,0
946,21,0,1996-01-01,0
947,59,0,1993-05-17,0
949,58,0,1996-02-13,0
950,49,0,1993-08-26,0
951,3,0,1996-04-28,0
952,41,0,1997-11-09,0
953,14,0,1995-07-22,0
954,74,0,1996-01-08,0
955,59,0,1996-07-08,0
956,74,0,1993-12-05,0
957,70,0,1995-12-22,0
958,72,0,1996-06-06,0
959,1,0,1996-02-23,0
960,4,2,1994-11-02,6
961,1,0,1997-10-18,0
962,64,0,1996-06-24,0
963,7,0,1996-08-09,0
964,26,0,1994-07-08,0
965,20,0,1993-08-25,0
966,15,0,1997-10-14,0
967,15,0,1996-08-17,0
968,74,0,1995-11-11,0
969,19,0,1994-01-08,0
970,18,0,1997-07-20,0
971,12,0,1996-07-18,0
