trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,trans_date,trans_year,trans_month,trans_day
6228,25,withdrawal,cash,2900.0,23427.7,,,0.0,1997-03-31,1997,3,31
6229,25,withdrawal,cash,1600.0,35482.8,,,0.0,1997-05-02,1997,5,2
6230,25,withdrawal,cash,1800.0,75221.7,,,0.0,1997-06-04,1997,6,4
6231,25,withdrawal,cash,1700.0,52783.3,,,0.0,1997-07-10,1997,7,10
6232,25,withdrawal,cash,2100.0,49578.3,,,0.0,1997-07-28,1997,7,28
6233,25,withdrawal,cash,2600.0,51194.1,,,0.0,1997-09-09,1997,9,9
6234,25,withdrawal,cash,2600.0,61030.1,,,0.0,1997-10-10,1997,10,10
6235,25,withdrawal,cash,2500.0,62048.1,,,0.0,1997-10-27,1997,10,27
6258,25,withdrawal,another bank,6817.0,70218.5,household,IJ,4896235.0,1996-10-10,1996,10,10
6259,25,withdrawal,another bank,6817.0,79509.0,household,IJ,4896235.0,1996-11-10,1996,11,10
6260,25,withdrawal,another bank,6817.0,70521.5,household,IJ,4896235.0,1996-12-10,1996,12,10
6261,25,withdrawal,another bank,6817.0,51762.5,household,IJ,4896235.0,1997-01-10,1997,1,10
6262,25,withdrawal,another bank,6817.0,74095.4,household,IJ,4896235.0,1997-02-10,1997,2,10
6263,25,withdrawal,another bank,6817.0,31007.5,household,IJ,4896235.0,1997-03-10,1997,3,10
6264,25,withdrawal,another bank,6817.0,77303.7,household,IJ,4896235.0,1997-04-10,1997,4,10
6265,25,withdrawal,another bank,6817.0,91198.8,household,IJ,4896235.0,1997-05-10,1997,5,10
6266,25,withdrawal,another bank,6817.0,64901.7,household,IJ,4896235.0,1997-06-10,1997,6,10
6267,25,withdrawal,another bank,6817.0,54483.3,household,IJ,4896235.0,1997-07-10,1997,7,10
6268,25,withdrawal,another bank,6817.0,59906.8,household,IJ,4896235.0,1997-08-10,1997,8,10
6269,25,withdrawal,another bank,6817.0,44377.1,household,IJ,4896235.0,1997-09-10,1997,9,10
6270,25,withdrawal,another bank,6817.0,63630.1,household,IJ,4896235.0,1997-10-10,1997,10,10
6271,25,withdrawal,another bank,6817.0,83436.7,household,IJ,4896235.0,1997-11-10,1997,11,10
6294,25,withdrawal,another bank,1110.0,79599.5, ,AB,79838293.0,1996-10-06,1996,10,6
6295,25,withdrawal,another bank,1110.0,65325.0, ,AB,79838293.0,1996-11-06,1996,11,6
6296,25,withdrawal,another bank,1110.0,68098.5, ,AB,79838293.0,1996-12-06,1996,12,6
6297,25,withdrawal,another bank,1110.0,58743.5, ,AB,79838293.0,1997-01-06,1997,1,6
6298,25,withdrawal,another bank,1110.0,81076.4, ,AB,79838293.0,1997-02-06,1997,2,6
6299,25,withdrawal,another bank,1110.0,37988.5, ,AB,79838293.0,1997-03-06,1997,3,6
6300,25,withdrawal,another bank,1110.0,72051.7, ,AB,79838293.0,1997-04-06,1997,4,6
6301,25,withdrawal,another bank,1110.0,53323.8, ,AB,79838293.0,1997-05-06,1997,5,6
6302,25,withdrawal,another bank,1110.0,74111.7, ,AB,79838293.0,1997-06-06,1997,6,6
6303,25,withdrawal,another bank,1110.0,71664.3, ,AB,79838293.0,1997-07-06,1997,7,6
6304,25,withdrawal,another bank,1110.0,48659.8, ,AB,79838293.0,1997-08-06,1997,8,6
6305,25,withdrawal,another bank,1110.0,53958.1, ,AB,79838293.0,1997-09-06,1997,9,6
6306,25,withdrawal,another bank,1110.0,70611.1, ,AB,79838293.0,1997-10-06,1997,10,6
6307,25,withdrawal,another bank,1110.0,90417.7, ,AB,79838293.0,1997-11-06,1997,11,6
6308,25,withdrawal,another bank,1110.0,31621.9, ,AB,79838293.0,1997-12-06,1997,12,6
6330,25,withdrawal,another bank,164.0,77035.5,insurrance payment,WX,52864879.0,1996-10-08,1996,10,8
6331,25,withdrawal,another bank,164.0,66380.0,insurrance payment,WX,52864879.0,1996-11-08,1996,11,8
6332,25,withdrawal,another bank,164.0,67934.5,insurrance payment,WX,52864879.0,1996-12-08,1996,12,8
6333,25,withdrawal,another bank,164.0,58579.5,insurrance payment,WX,52864879.0,1997-01-08,1997,1,8
6334,25,withdrawal,another bank,164.0,80912.4,insurrance payment,WX,52864879.0,1997-02-08,1997,2,8
6335,25,withdrawal,another bank,164.0,37824.5,insurrance payment,WX,52864879.0,1997-03-08,1997,3,8
6336,25,withdrawal,another bank,164.0,84120.7,insurrance payment,WX,52864879.0,1997-04-08,1997,4,8
6337,25,withdrawal,another bank,164.0,53159.8,insurrance payment,WX,52864879.0,1997-05-08,1997,5,8
6338,25,withdrawal,another bank,164.0,66447.7,insurrance payment,WX,52864879.0,1997-06-08,1997,6,8
6339,25,withdrawal,another bank,164.0,61300.3,insurrance payment,WX,52864879.0,1997-07-08,1997,7,8
6340,25,withdrawal,another bank,164.0,48495.8,insurrance payment,WX,52864879.0,1997-08-08,1997,8,8
6341,25,withdrawal,another bank,164.0,53794.1,insurrance payment,WX,52864879.0,1997-09-08,1997,9,8
6342,25,withdrawal,another bank,164.0,70447.1,insurrance payment,WX,52864879.0,1997-10-08,1997,10,8
6343,25,withdrawal,another bank,164.0,90253.7,insurrance payment,WX,52864879.0,1997-11-08,1997,11,8
6358,25,withdrawal in cash,cash,16030.0,54491.5,,,,1996-12-12,1996,12,12
6368,25,withdrawal in cash,cash,3627.0,82315.5,,,,1997-01-18,1997,1,18
6369,25,withdrawal in cash,cash,3841.0,88942.5,,,,1997-01-11,1997,1,11
6370,25,withdrawal in cash,cash,7278.0,32731.9,,,,1997-12-02,1997,12,2
6372,25,withdrawal in cash,cash,22926.0,51169.4,,,,1997-02-20,1997,2,20
6373,25,withdrawal in cash,cash,13141.0,64162.7,,,,1997-04-15,1997,4,15
6383,25,withdrawal,cash,16800.0,48101.7,,,,1997-06-22,1997,6,22
6386,25,withdrawal,cash,7800.0,58615.5,,,,1997-01-19,1997,1,19
6388,25,withdrawal,cash,2400.0,62846.5,,,,1996-12-27,1996,12,27
6397,25,withdrawal,cash,3000.0,85942.5,,,,1997-01-17,1997,1,17
6398,25,withdrawal,cash,7500.0,66415.5,,,,1997-01-19,1997,1,19
6399,25,withdrawal,cash,8400.0,73915.5,,,,1997-01-19,1997,1,19
6400,25,withdrawal,cash,7800.0,29115.5,,,,1997-01-29,1997,1,29
6401,25,withdrawal,cash,8700.0,49915.5,,,,1997-01-21,1997,1,21
6402,25,withdrawal,cash,3300.0,59853.5,,,,1997-01-01,1997,1,1
6412,25,withdrawal,cash,11400.0,76729.8,,,,1997-05-29,1997,5,29
6413,25,withdrawal,cash,7500.0,66611.7,,,,1997-06-07,1997,6,7
6414,25,withdrawal,cash,6900.0,30783.3,,,,1997-07-25,1997,7,25
6415,25,withdrawal,cash,5700.0,36862.7,,,,1997-04-29,1997,4,29
6417,25,withdrawal,cash,10200.0,61464.3,,,,1997-07-06,1997,7,6
6430,25,withdrawal,cash,14.6,87590.0,payment for statement,,,1996-10-31,1996,10,31
6431,25,withdrawal,cash,14.6,69208.5,payment for statement,,,1996-11-30,1996,11,30
6432,25,withdrawal,cash,14.6,63153.5,payment for statement,,,1996-12-31,1996,12,31
6433,25,withdrawal,cash,14.6,29352.4,payment for statement,,,1997-01-31,1997,1,31
6434,25,withdrawal,cash,14.6,39098.5,payment for statement,,,1997-02-28,1997,2,28
6435,25,withdrawal,cash,14.6,26327.7,payment for statement,,,1997-03-31,1997,3,31
6436,25,withdrawal,cash,14.6,37082.8,payment for statement,,,1997-04-30,1997,4,30
6437,25,withdrawal,cash,14.6,77021.7,payment for statement,,,1997-05-31,1997,5,31
6438,25,withdrawal,cash,14.6,34932.3,payment for statement,,,1997-06-30,1997,6,30
6439,25,withdrawal,cash,14.6,49769.8,payment for statement,,,1997-07-31,1997,7,31
6440,25,withdrawal,cash,14.6,42307.1,payment for statement,,,1997-08-31,1997,8,31
6441,25,withdrawal,cash,14.6,71721.1,payment for statement,,,1997-09-30,1997,9,30
6442,25,withdrawal,cash,14.6,91527.7,payment for statement,,,1997-10-31,1997,10,31
6443,25,withdrawal,cash,14.6,40009.9,payment for statement,,,1997-11-30,1997,11,30
6456,25,credit,cash,15800.0,16700.0,,,,1996-08-27,1996,8,27
6457,25,withdrawal,cash,36000.0,77580.0,,,,1996-09-06,1996,9,6
6458,25,withdrawal,cash,33600.0,57774.0,,,,1996-09-26,1996,9,26
6459,25,withdrawal,cash,23800.0,46418.5,,,,1996-10-26,1996,10,26
6460,25,withdrawal,cash,50300.0,66435.0,,,,1996-11-06,1996,11,6
6461,25,withdrawal,cash,46900.0,66544.0,,,,1996-11-07,1996,11,7
6462,25,withdrawal,cash,62800.0,46310.0,,,,1996-11-15,1996,11,15
6463,25,withdrawal,cash,6800.0,39510.0,,,,1996-11-25,1996,11,25
6464,25,withdrawal,cash,62900.0,52213.5,,,,1996-12-09,1996,12,9
6465,25,withdrawal,cash,36300.0,65246.5,,,,1996-12-25,1996,12,25
6466,25,withdrawal,cash,11000.0,36915.5,,,,1997-01-24,1997,1,24
6467,25,withdrawal,cash,12300.0,38869.4,,,,1997-02-23,1997,2,23
6468,25,withdrawal,cash,1600.0,29407.5,,,,1997-03-25,1997,3,25
6469,25,withdrawal,cash,27200.0,84284.7,,,,1997-04-07,1997,4,7
6470,25,withdrawal,cash,21600.0,42562.7,,,,1997-04-24,1997,4,24
6471,25,withdrawal,cash,34000.0,57198.8,,,,1997-05-24,1997,5,24
6472,25,withdrawal,cash,13400.0,34701.7,,,,1997-06-23,1997,6,23
6473,25,withdrawal,cash,15100.0,37683.3,,,,1997-07-23,1997,7,23
6474,25,withdrawal,cash,17800.0,42106.8,,,,1997-08-22,1997,8,22
6475,25,withdrawal,cash,33600.0,53210.1,,,,1997-09-21,1997,9,21
6476,25,withdrawal,cash,30700.0,56454.1,,,,1997-10-21,1997,10,21
6477,25,withdrawal,cash,59200.0,39652.7,,,,1997-11-20,1997,11,20
6478,25,withdrawal,cash,20800.0,98852.7,,,,1997-11-20,1997,11,20
11043,37,credit,cash,900.0,900.0,,,,1997-08-18,1997,8,18
11045,37,credit,cash,11660.0,46867.7,,,,1997-11-01,1997,11,1
11046,37,credit,cash,37413.0,69482.7,,,,1997-11-28,1997,11,28
11048,37,credit,cash,21018.0,62472.4,,,,1997-12-30,1997,12,30
11049,37,credit,cash,38257.0,94491.8,,,,1997-09-11,1997,9,11
11052,37,credit,cash,21538.0,56150.0,,,,1997-08-22,1997,8,22
11054,37,credit,cash,33712.0,34612.0,,,,1997-08-20,1997,8,20
11058,37,credit,cash,7878.0,102369.8,,,,1997-09-17,1997,9,17
11059,37,credit,cash,47001.0,64178.5,,,,1998-03-05,1998,3,5
11060,37,credit,cash,7585.0,17051.9,,,,1998-07-11,1998,7,11
11061,37,credit,cash,47785.0,46773.8,,,,1998-08-14,1998,8,14
11062,37,credit,cash,26615.0,79392.5,,,,1998-03-27,1998,3,27
11063,37,credit,cash,11830.0,40303.9,,,,1998-04-19,1998,4,19
11064,37,credit,cash,42997.0,104761.5,,,,1998-03-09,1998,3,9
11065,37,credit,cash,24116.0,72886.2,,,,1998-05-12,1998,5,12
11066,37,credit,cash,17195.0,57498.9,,,,1998-04-29,1998,4,29
11068,37,credit,cash,42957.0,49186.1,,,,1998-09-20,1998,9,20
11079,37,withdrawal,cash,6700.0,40167.7,,,0.0,1997-11-05,1997,11,5
11080,37,withdrawal,cash,4500.0,60154.4,,,0.0,1997-12-14,1997,12,14
11081,37,withdrawal,cash,4500.0,35186.7,,,0.0,1998-01-14,1998,1,14
11082,37,withdrawal,cash,5500.0,17518.3,,,0.0,1998-02-07,1998,2,7
11083,37,withdrawal,cash,6200.0,95977.5,,,0.0,1998-03-11,1998,3,11
11084,37,withdrawal,cash,5800.0,49871.9,,,0.0,1998-04-05,1998,4,5
11085,37,withdrawal,cash,5100.0,39286.2,,,0.0,1998-05-17,1998,5,17
11086,37,withdrawal,cash,7000.0,14375.4,,,0.0,1998-06-18,1998,6,18
11087,37,withdrawal,cash,6200.0,9051.9,,,0.0,1998-07-19,1998,7,19
11088,37,withdrawal,cash,5100.0,-1011.2,,,0.0,1998-08-13,1998,8,13
11089,37,withdrawal,cash,7300.0,15469.8,,,0.0,1998-08-29,1998,8,29
11090,37,withdrawal,cash,3200.0,32565.8,,,0.0,1998-10-06,1998,10,6
11103,37,withdrawal,another bank,2317.0,37753.7,household,IJ,29728555.0,1997-11-08,1997,11,8
11104,37,withdrawal,another bank,2317.0,67238.4,household,IJ,29728555.0,1997-12-08,1997,12,8
11105,37,withdrawal,another bank,2317.0,53070.7,household,IJ,29728555.0,1998-01-08,1998,1,8
11106,37,withdrawal,another bank,2317.0,15104.3,household,IJ,29728555.0,1998-02-08,1998,2,8
11107,37,withdrawal,another bank,2317.0,61764.5,household,IJ,29728555.0,1998-03-08,1998,3,8
11108,37,withdrawal,another bank,2317.0,47457.9,household,IJ,29728555.0,1998-04-08,1998,4,8
11109,37,withdrawal,another bank,2317.0,55254.2,household,IJ,29728555.0,1998-05-08,1998,5,8
11110,37,withdrawal,another bank,2317.0,37059.4,household,IJ,29728555.0,1998-06-08,1998,6,8
11111,37,withdrawal,another bank,2317.0,12050.9,household,IJ,29728555.0,1998-07-08,1998,7,8
11112,37,withdrawal,another bank,2317.0,6672.8,household,IJ,29728555.0,1998-08-08,1998,8,8
11113,37,withdrawal,another bank,2317.0,13113.1,household,IJ,29728555.0,1998-09-08,1998,9,8
11114,37,withdrawal,another bank,2317.0,30151.8,household,IJ,29728555.0,1998-10-08,1998,10,8
11127,37,withdrawal,another bank,2584.0,35169.7, ,OP,23782724.0,1997-11-09,1997,11,9
11128,37,withdrawal,another bank,2584.0,64654.4, ,OP,23782724.0,1997-12-09,1997,12,9
11129,37,withdrawal,another bank,2584.0,46586.7, ,OP,23782724.0,1998-01-09,1998,1,9
11130,37,withdrawal,another bank,2584.0,12520.3, ,OP,23782724.0,1998-02-09,1998,2,9
11131,37,withdrawal,another bank,2584.0,102177.5, ,OP,23782724.0,1998-03-09,1998,3,9
11132,37,withdrawal,another bank,2584.0,44873.9, ,OP,23782724.0,1998-04-09,1998,4,9
11133,37,withdrawal,another bank,2584.0,52670.2, ,OP,23782724.0,1998-05-09,1998,5,9
11134,37,withdrawal,another bank,2584.0,34475.4, ,OP,23782724.0,1998-06-09,1998,6,9
11135,37,withdrawal,another bank,2584.0,9466.9, ,OP,23782724.0,1998-07-09,1998,7,9
11136,37,withdrawal,another bank,2584.0,4088.8, ,OP,23782724.0,1998-08-09,1998,8,9
11137,37,withdrawal,another bank,2584.0,10529.1, ,OP,23782724.0,1998-09-09,1998,9,9
11138,37,withdrawal,another bank,2584.0,27567.8, ,OP,23782724.0,1998-10-09,1998,10,9
11151,37,withdrawal,another bank,97.0,40070.7,insurrance payment,YZ,89609831.0,1997-11-07,1997,11,7
11152,37,withdrawal,another bank,97.0,69555.4,insurrance payment,YZ,89609831.0,1997-12-07,1997,12,7
11153,37,withdrawal,another bank,97.0,55387.7,insurrance payment,YZ,89609831.0,1998-01-07,1998,1,7
11154,37,withdrawal,another bank,97.0,17421.3,insurrance payment,YZ,89609831.0,1998-02-07,1998,2,7
11155,37,withdrawal,another bank,97.0,64081.5,insurrance payment,YZ,89609831.0,1998-03-07,1998,3,7
11156,37,withdrawal,another bank,97.0,49774.9,insurrance payment,YZ,89609831.0,1998-04-07,1998,4,7
11157,37,withdrawal,another bank,97.0,57571.2,insurrance payment,YZ,89609831.0,1998-05-07,1998,5,7
11158,37,withdrawal,another bank,97.0,39376.4,insurrance payment,YZ,89609831.0,1998-06-07,1998,6,7
11159,37,withdrawal,another bank,97.0,14367.9,insurrance payment,YZ,89609831.0,1998-07-07,1998,7,7
11160,37,withdrawal,another bank,97.0,8989.8,insurrance payment,YZ,89609831.0,1998-08-07,1998,8,7
11161,37,withdrawal,another bank,97.0,15430.1,insurrance payment,YZ,89609831.0,1998-09-07,1998,9,7
11162,37,withdrawal,another bank,97.0,32468.8,insurrance payment,YZ,89609831.0,1998-10-07,1998,10,7
11173,37,withdrawal in cash,cash,24004.0,22769.8,,,,1998-08-17,1998,8,17
11175,37,withdrawal in cash,cash,17651.0,61741.5,,,,1998-03-29,1998,3,29
11181,37,withdrawal,cash,7200.0,55272.4,,,,1997-12-30,1997,12,30
11189,37,withdrawal,cash,2700.0,22886.7,,,,1998-01-19,1998,1,19
11190,37,withdrawal,cash,2400.0,44186.7,,,,1998-01-12,1998,1,12
11193,37,withdrawal,cash,3900.0,49170.7,,,,1998-01-08,1998,1,8
11194,37,withdrawal,cash,4500.0,39686.7,,,,1998-01-13,1998,1,13
11201,37,withdrawal,cash,11400.0,37786.1,,,,1998-09-26,1998,9,26
11202,37,withdrawal,cash,3900.0,48770.2,,,,1998-05-11,1998,5,11
11204,37,withdrawal,cash,6300.0,55686.5,,,,1998-03-31,1998,3,31
11205,37,withdrawal,cash,2100.0,35765.8,,,,1998-10-04,1998,10,4
11217,37,withdrawal,cash,14.6,69652.4,payment for statement,,,1997-11-30,1997,11,30
11218,37,withdrawal,cash,14.6,55484.7,payment for statement,,,1997-12-31,1997,12,31
11219,37,withdrawal,cash,14.6,23018.3,payment for statement,,,1998-01-31,1998,1,31
11220,37,withdrawal,cash,14.6,17177.5,payment for statement,,,1998-02-28,1998,2,28
11221,37,withdrawal,cash,14.6,55671.9,payment for statement,,,1998-03-31,1998,3,31
11222,37,withdrawal,cash,14.6,57668.2,payment for statement,,,1998-04-30,1998,4,30
11223,37,withdrawal,cash,14.6,39473.4,payment for statement,,,1998-05-31,1998,5,31
11224,37,withdrawal,cash,14.6,14464.9,payment for statement,,,1998-06-30,1998,6,30
11225,37,withdrawal,cash,14.6,9086.8,payment for statement,,,1998-07-31,1998,7,31
11226,37,withdrawal,cash,14.6,15527.1,payment for statement,,,1998-08-31,1998,8,31
11227,37,withdrawal,cash,14.6,37865.8,payment for statement,,,1998-09-30,1998,9,30
11230,37,withdrawal,cash,42400.0,41569.8,,,,1997-09-17,1997,9,17
11231,37,withdrawal,cash,18400.0,83969.8,,,,1997-09-17,1997,9,17
11232,37,withdrawal,cash,7000.0,34857.8,,,,1997-10-17,1997,10,17
11233,37,withdrawal,cash,3100.0,32069.7,,,,1997-11-16,1997,11,16
11234,37,withdrawal,cash,18700.0,41454.4,,,,1997-12-16,1997,12,16
11235,37,withdrawal,cash,9600.0,25586.7,,,,1998-01-15,1998,1,15
11236,37,credit,cash,4600.0,17120.3,,,,1998-02-14,1998,2,14
11237,37,withdrawal,cash,43200.0,52777.5,,,,1998-03-16,1998,3,16
11238,37,withdrawal,cash,16400.0,28473.9,,,,1998-04-15,1998,4,15
11239,37,withdrawal,cash,28500.0,44386.2,,,,1998-05-15,1998,5,15
11240,37,withdrawal,cash,13100.0,21375.4,,,,1998-06-14,1998,6,14
11241,37,withdrawal,cash,1800.0,15251.9,,,,1998-07-14,1998,7,14
11242,37,withdrawal,cash,4300.0,6229.1,,,,1998-09-12,1998,9,12
11243,37,withdrawal,cash,11200.0,16367.8,,,,1998-10-12,1998,10,12
11261,38,credit,cash,1100.0,14941.0,,,,1997-08-08,1997,8,8
11269,38,credit,another bank,13841.0,13841.0,,YZ,66502475.0,1997-08-08,1997,8,8
11270,38,credit,another bank,13841.0,35430.2,,YZ,66502475.0,1997-09-08,1997,9,8
11271,38,credit,another bank,13841.0,46698.9,,YZ,66502475.0,1997-10-08,1997,10,8
11272,38,credit,another bank,13841.0,50023.9,,YZ,66502475.0,1997-11-08,1997,11,8
11273,38,credit,another bank,20762.0,55991.1,,YZ,66502475.0,1997-12-08,1997,12,8
11274,38,credit,another bank,13841.0,33743.1,,YZ,66502475.0,1998-01-08,1998,1,8
11275,38,credit,another bank,13841.0,29511.6,,YZ,66502475.0,1998-02-08,1998,2,8
11276,38,credit,another bank,13841.0,29579.6,,YZ,66502475.0,1998-03-08,1998,3,8
11277,38,credit,another bank,13841.0,37647.7,,YZ,66502475.0,1998-04-08,1998,4,8
11297,38,withdrawal,cash,1800.0,54191.1,,,0.0,1997-12-08,1997,12,8
11298,38,withdrawal,cash,1700.0,25512.1,,,0.0,1998-01-13,1998,1,13
11299,38,withdrawal,cash,1500.0,15670.6,,,0.0,1998-02-07,1998,2,7
11300,38,withdrawal,cash,2500.0,26780.6,,,0.0,1998-02-25,1998,2,25
11301,38,withdrawal,cash,2500.0,30707.7,,,0.0,1998-04-06,1998,4,6
11322,38,withdrawal,another bank,6901.0,19902.1,household,EF,2692229.0,1998-01-07,1998,1,7
11323,38,withdrawal,another bank,6901.0,17170.6,household,EF,2692229.0,1998-02-07,1998,2,7
11324,38,withdrawal,another bank,6901.0,15738.6,household,EF,2692229.0,1998-03-07,1998,3,7
11325,38,withdrawal,another bank,6901.0,23806.7,household,EF,2692229.0,1998-04-07,1998,4,7
11345,38,withdrawal,another bank,231.0,47360.1, ,KL,83435654.0,1997-12-10,1997,12,10
11346,38,withdrawal,another bank,231.0,33512.1, ,KL,83435654.0,1998-01-10,1998,1,10
11347,38,withdrawal,another bank,231.0,29280.6, ,KL,83435654.0,1998-02-10,1998,2,10
11348,38,withdrawal,another bank,231.0,29348.6, ,KL,83435654.0,1998-03-10,1998,3,10
11349,38,withdrawal,another bank,231.0,37416.7, ,KL,83435654.0,1998-04-10,1998,4,10
11370,38,withdrawal,another bank,228.0,26803.1,insurrance payment,OP,64685678.0,1998-01-05,1998,1,5
11371,38,withdrawal,another bank,228.0,24071.6,insurrance payment,OP,64685678.0,1998-02-05,1998,2,5
11372,38,withdrawal,another bank,228.0,20739.6,insurrance payment,OP,64685678.0,1998-03-05,1998,3,5
11373,38,withdrawal,another bank,228.0,33207.7,insurrance payment,OP,64685678.0,1998-04-05,1998,4,5
11392,38,withdrawal in cash,cash,5896.0,20967.6,,,,1998-03-05,1998,3,5
11398,38,withdrawal,cash,16800.0,27031.1,,,,1998-01-05,1998,1,5
11399,38,withdrawal,cash,6600.0,47591.1,,,,1997-12-09,1997,12,9
11407,38,withdrawal,cash,1500.0,27212.1,,,,1998-01-12,1998,1,12
11408,38,withdrawal,cash,4800.0,28712.1,,,,1998-01-10,1998,1,10
11409,38,withdrawal,cash,3300.0,22212.1,,,,1998-01-21,1998,1,21
11412,38,withdrawal,cash,3900.0,43631.1,,,,1998-01-03,1998,1,3
11434,38,withdrawal,cash,30.0,47531.1,payment for statement,,,1997-12-31,1997,12,31
11435,38,withdrawal,cash,30.0,22299.6,payment for statement,,,1998-01-31,1998,1,31
11436,38,withdrawal,cash,30.0,26863.6,payment for statement,,,1998-02-28,1998,2,28
11437,38,withdrawal,cash,30.0,29435.7,payment for statement,,,1998-03-31,1998,3,31
11446,38,credit,cash,6600.0,21589.2,,,,1997-09-07,1997,9,7
11447,38,withdrawal,cash,2700.0,32857.9,,,,1997-10-07,1997,10,7
11448,38,withdrawal,cash,10700.0,36182.9,,,,1997-11-06,1997,11,6
11449,38,withdrawal,cash,15000.0,35229.1,,,,1997-12-06,1997,12,6
11450,38,credit,cash,200.0,43831.1,,,,1998-01-05,1998,1,5
11451,38,credit,cash,2000.0,24299.6,,,,1998-02-04,1998,2,4
11452,38,credit,cash,1900.0,22639.6,,,,1998-03-06,1998,3,6
11453,38,credit,cash,4000.0,33435.7,,,,1998-04-05,1998,4,5
29886,97,credit,cash,900.0,900.0,,,,1996-05-05,1996,5,5
29891,97,credit,cash,17928.0,18828.0,,,,1996-05-14,1996,5,14
29892,97,credit,cash,26892.0,50265.6,,,,1996-06-14,1996,6,14
29893,97,credit,cash,17928.0,54546.2,,,,1996-07-14,1996,7,14
29894,97,credit,cash,17928.0,60094.0,,,,1996-08-14,1996,8,14
29895,97,credit,cash,17928.0,59662.7,,,,1996-09-14,1996,9,14
29896,97,credit,cash,17928.0,56154.8,,,,1996-10-14,1996,10,14
29897,97,credit,cash,17928.0,51798.4,,,,1996-11-14,1996,11,14
29898,97,credit,cash,26892.0,38394.9,,,,1996-12-14,1996,12,14
29899,97,credit,cash,17928.0,36685.1,,,,1997-01-14,1997,1,14
29900,97,credit,cash,17928.0,36236.7,,,,1997-02-14,1997,2,14
29901,97,credit,cash,17928.0,30136.2,,,,1997-03-14,1997,3,14
29902,97,credit,cash,17928.0,36220.9,,,,1997-04-14,1997,4,14
29903,97,credit,cash,17928.0,40536.8,,,,1997-05-14,1997,5,14
29904,97,credit,cash,26892.0,55321.5,,,,1997-06-14,1997,6,14
29905,97,credit,cash,17928.0,46888.9,,,,1997-07-14,1997,7,14
